id	mac	ip	hub_token	is_deleted	created_at	updated_at
113	60:01:94:0d:ab:fb	115.72.21.200	e463a8d958217044	1	2016-11-29 08:37:11	2016-11-29 14:48:06
114	NULL	NULL	235d1b743f8e7e35	0	2016-11-29 09:07:50	2016-11-29 09:07:50
115	5e:cf:7f:13:5d:9f	27.75.232.237	30736e974efc5bc8	1	2016-11-29 09:26:10	2016-11-29 16:53:22
116	NULL	NULL	3a4522552614269b	0	2016-11-29 13:23:16	2016-11-29 13:23:16
117	5c:cf:7f:13:5d:9f	27.75.232.237	7e1e2f3621f06778	1	2016-11-29 13:25:16	2016-11-29 13:28:44
118	5c:cf:7f:13:5d:9f	27.75.232.237	697f2e021407edc0	1	2016-11-29 13:28:34	2016-11-30 02:45:43
119	NULL	NULL	21bfe68a41d883ac	0	2016-11-29 13:36:43	2016-11-29 13:36:43
120	NULL	NULL	2699082229110f39	0	2016-11-29 14:21:46	2016-11-29 14:21:46
121	60:01:94:0d:ab:fb	27.75.232.237	1a2aa7d0e71865f8	1	2016-11-29 14:47:57	2016-11-29 16:55:54
122	ab:cd:ef:ab:cd:ef	118.68.23.221	1234567891234565	1	2016-11-29 15:23:08	2016-11-29 15:29:02
123	ab:cd:ef:ab:cd:ef	27.75.232.237	1234567891234509	1	2016-11-29 15:28:43	2016-12-06 13:48:42
124	ab:cd:ef:ab:cd:32	27.75.232.237	1234567891234508	0	2016-11-29 16:10:25	2016-11-29 16:10:40
125	ab:cd:ef:ab:cd:ef	118.68.20.56	1234567891234567	1	2016-11-29 16:34:44	2017-01-11 05:19:26
126	5e:cf:7f:13:5d:9f	27.75.232.237	3742ba8e361702f3	1	2016-11-29 16:52:58	2016-11-30 02:29:23
127	60:01:94:0d:ab:fb	27.75.232.237	8d804d92112ec4d4	1	2016-11-29 16:55:45	2016-11-29 17:07:51
128	NULL	NULL	1308f40a0ffd3d5d	0	2016-11-29 16:58:54	2016-11-29 16:58:54
129	62:01:94:0d:ab:fb	27.75.232.237	07d905acda73fb81	1	2016-11-29 17:04:59	2016-11-30 02:36:07
130	60:01:94:0d:ab:fb	27.75.232.237	6d6eb5fc89de7566	1	2016-11-29 17:07:27	2016-11-30 03:12:28
131	5c:cf:7f:80:3e:f0	118.68.23.221	4c707ac43b3411a2	1	2016-11-30 02:22:59	2016-11-30 07:56:37
132	5e:cf:7f:13:5d:9f	27.75.232.237	530d255961c93546	1	2016-11-30 02:29:04	2016-11-30 11:03:31
133	62:01:94:0d:ab:fb	27.75.232.237	df813ac6b6621206	1	2016-11-30 02:35:43	2016-11-30 11:21:01
134	NULL	NULL	b548dff266a91575	0	2016-11-30 02:44:05	2016-11-30 02:44:05
135	5c:cf:7f:13:5d:9f	27.75.232.237	2a211f4cb498efb3	1	2016-11-30 02:45:19	2016-11-30 11:17:45
136	NULL	NULL	3df23d9d6b7379e5	0	2016-11-30 02:47:45	2016-11-30 02:47:45
137	NULL	NULL	8c2b65c7318f283a	0	2016-11-30 02:50:26	2016-11-30 02:50:26
138	NULL	NULL	d560d1b9e1c31b82	0	2016-11-30 02:55:44	2016-11-30 02:55:44
139	NULL	NULL	ba6ba97b9113a9ca	0	2016-11-30 03:07:16	2016-11-30 03:07:16
140	NULL	NULL	03e17c15d56335bc	0	2016-11-30 03:09:28	2016-11-30 03:09:28
141	60:01:94:0d:ab:fb	171.232.103.87	88994d4ef0f10772	1	2016-11-30 03:12:09	2016-11-30 11:30:43
142	NULL	NULL	826710b98fff1f3d	0	2016-11-30 03:14:35	2016-11-30 03:14:35
143	NULL	NULL	79d60974f4daeb00	0	2016-11-30 03:30:36	2016-11-30 03:30:36
144	NULL	NULL	94061823338e64e6	0	2016-11-30 06:21:38	2016-11-30 06:21:38
145	NULL	NULL	33104e664678d9cc	0	2016-11-30 06:25:13	2016-11-30 06:25:13
146	NULL	NULL	51de5530af789168	0	2016-11-30 06:28:13	2016-11-30 06:28:13
147	NULL	NULL	8b3180fb66bf22e0	0	2016-11-30 07:19:59	2016-11-30 07:19:59
148	5c:cf:7f:80:3e:f0	118.68.23.221	2b12ec6a74ecf1c2	1	2016-11-30 07:56:14	2016-11-30 08:00:46
149	5c:cf:7f:80:3e:f0	118.68.23.221	c5732a1dc0672403	1	2016-11-30 08:00:27	2016-12-01 14:18:24
150	NULL	NULL	45efb9eaeb813e3a	0	2016-11-30 09:30:56	2016-11-30 09:30:56
151	NULL	NULL	be2e8f4bf49b2bce	0	2016-11-30 10:07:33	2016-11-30 10:07:33
152	NULL	NULL	123456789123456e	0	2016-11-30 10:08:54	2016-11-30 10:08:54
153	5e:cf:7f:13:5d:9f	118.68.23.221	6806fa8222966ec0	1	2016-11-30 11:03:07	2016-11-30 11:50:27
154	5c:cf:7f:13:5d:9f	118.68.23.221	70bab9da78094eaf	1	2016-11-30 11:17:21	2016-12-01 02:13:10
155	62:01:94:0d:ab:fb	118.68.23.221	b5aabb6e3edc19ad	1	2016-11-30 11:20:37	2016-12-01 01:42:24
156	NULL	NULL	fea80ef71556878b	0	2016-11-30 11:27:44	2016-11-30 11:27:44
157	60:01:94:0d:ab:fb	118.68.23.221	c712307c22c7e7bd	1	2016-11-30 11:30:19	2016-11-30 11:36:22
158	NULL	NULL	3aab49bc6a072ea8	0	2016-11-30 11:33:43	2016-11-30 11:33:43
159	NULL	NULL	cec43f35dde53c49	0	2016-11-30 11:33:47	2016-11-30 11:33:47
160	60:01:94:0d:ab:fb	118.68.23.221	bc3bbb31d886091b	1	2016-11-30 11:36:03	2016-11-30 12:10:41
161	5e:cf:7f:13:5d:9f	118.68.23.221	8e12b7e5c3f2df54	1	2016-11-30 11:50:03	2016-12-02 01:33:51
162	60:01:94:0d:ab:fb	118.68.23.221	6cbbbfc55fa64af4	1	2016-11-30 12:10:17	2016-11-30 12:29:04
163	NULL	NULL	7cd32ed833c88523	0	2016-11-30 12:24:53	2016-11-30 12:24:53
164	60:01:94:0d:ab:fb	171.232.103.87	e9a36bc6ca8df9e6	1	2016-11-30 12:28:45	2016-11-30 14:46:35
165	60:01:94:0d:ab:fb	118.68.23.221	ea732f50bc096827	1	2016-11-30 14:46:17	2016-11-30 15:15:34
166	60:01:94:0d:ab:fb	118.68.23.221	8dd2eb92f3c3ce76	1	2016-11-30 15:15:17	2016-11-30 15:40:17
167	60:01:94:0d:ab:fb	118.68.23.221	8b16cf299a5579e4	1	2016-11-30 15:39:58	2016-11-30 15:53:22
168	60:01:94:0d:ab:fb	118.68.23.221	5b4109102f72e159	1	2016-11-30 15:53:02	2016-11-30 15:58:13
169	60:01:94:0d:ab:fb	118.68.23.221	ed4369ea4a074ed2	1	2016-11-30 15:57:54	2016-11-30 16:02:54
170	60:01:94:0d:ab:fb	118.68.23.221	c513a346290671f8	1	2016-11-30 16:02:35	2016-12-01 02:06:23
171	62:01:94:0d:ab:fb	118.68.23.221	5abe5a5704da0fa9	1	2016-12-01 01:42:05	2016-12-01 12:38:09
172	60:01:94:0d:ab:fb	118.68.23.221	929be1872cdbec32	1	2016-12-01 02:06:04	2016-12-01 04:33:39
173	5c:cf:7f:13:5d:9f	171.232.103.87	c50e96db0911ee8f	1	2016-12-01 02:12:48	2016-12-01 02:16:20
174	5c:cf:7f:13:5d:9f	171.232.103.87	452a397d383d8819	1	2016-12-01 02:16:01	2016-12-02 02:09:08
175	60:01:94:0d:ab:fb	118.68.23.221	9dc76323269cb070	1	2016-12-01 04:33:15	2016-12-01 13:22:47
176	NULL	NULL	1deb2b204b3c0a11	0	2016-12-01 12:28:20	2016-12-01 12:28:20
177	62:01:94:0d:ab:fb	118.68.23.221	da49a7a2a572df61	1	2016-12-01 12:37:45	2016-12-02 16:36:19
178	60:01:94:0d:ab:fb	118.68.23.221	c06fb918e50bbd90	1	2016-12-01 13:22:23	2016-12-01 15:25:33
179	5c:cf:7f:80:3e:f0	171.232.84.88	ca6a57c21243da51	1	2016-12-01 14:18:10	2016-12-02 03:35:33
180	60:01:94:0d:ab:fb	118.68.23.221	8a541aa54b37d0de	1	2016-12-01 15:25:09	2016-12-02 06:31:25
181	NULL	NULL	8518b4549b83f30c	0	2016-12-02 01:32:10	2016-12-02 01:32:10
182	5e:cf:7f:13:5d:9f	118.68.20.56	52a207cf6bbe19c2	1	2016-12-02 01:33:27	2016-12-03 10:34:20
183	5c:cf:7f:13:5d:9f	171.232.84.88	5d4d58d8ca9667c6	1	2016-12-02 02:08:53	2016-12-02 02:14:06
184	5c:cf:7f:13:5d:9f	171.232.84.88	52d0d107ff3216c0	1	2016-12-02 02:13:47	2016-12-02 02:22:59
185	NULL	NULL	a5869c3c0221df27	0	2016-12-02 02:18:19	2016-12-02 02:18:19
186	5c:cf:7f:13:5d:9f	171.232.84.88	eb7c743b71135818	1	2016-12-02 02:22:45	2016-12-02 06:48:54
187	5c:cf:7f:80:3e:f0	171.232.84.88	3b9f42f4608d2340	1	2016-12-02 03:35:07	2016-12-02 03:46:57
188	5c:cf:7f:80:3e:f0	171.232.84.88	fe8c022479f7f7dd	1	2016-12-02 03:46:32	2016-12-02 06:07:27
189	5c:cf:7f:80:3e:f0	171.232.84.88	523e9d1179a0382c	1	2016-12-02 06:07:01	2016-12-02 06:11:41
190	5c:cf:7f:80:3e:f0	171.232.84.88	2daf48a39725f923	1	2016-12-02 06:11:16	2016-12-02 08:34:13
191	5c:cf:7f:80:3e:f0	118.68.20.56	79f3b92d1286c2f4	1	2016-12-02 06:15:34	2016-12-02 12:11:02
192	60:01:94:0d:ab:fb	118.68.20.56	dadeb6cc556b1d81	1	2016-12-02 06:31:06	2016-12-02 06:38:40
193	60:01:94:0d:ab:fb	118.68.20.56	d6a9c185cfbcbc1e	1	2016-12-02 06:38:21	2016-12-02 07:31:59
194	5c:cf:7f:13:5d:9f	118.68.20.56	c386ded8b6e5fc1b	1	2016-12-02 06:48:40	2016-12-02 09:04:52
195	60:01:94:0d:ab:fb	118.68.20.56	9f53eef5e6ac2715	1	2016-12-02 07:31:35	2016-12-02 08:02:15
196	60:01:94:0d:ab:fb	118.68.20.56	1ce26a0b1bc44820	1	2016-12-02 08:01:55	2016-12-02 08:32:56
197	60:01:94:0d:ab:fb	118.68.20.56	c920c9184e2451a8	1	2016-12-02 08:32:38	2016-12-02 15:37:27
198	5c:cf:7f:13:5d:9f	171.232.84.88	312ed8de14617336	0	2016-12-02 09:04:37	2016-12-02 09:04:52
199	5c:cf:7f:80:3e:f0	118.68.20.56	c135b05be4b338e2	1	2016-12-02 12:10:45	2016-12-02 14:23:50
200	5c:cf:7f:80:3e:f0	118.68.20.56	c705cf74641063e8	1	2016-12-02 14:23:27	2016-12-02 14:34:29
201	5c:cf:7f:80:3e:f0	118.68.20.56	5f122459f12d20ec	1	2016-12-02 14:34:03	2016-12-02 14:54:12
202	5c:cf:7f:80:3e:f0	118.68.20.56	9cd786bc7d16b59a	1	2016-12-02 14:53:49	2016-12-02 16:21:20
203	60:01:94:0d:ab:fb	118.68.20.56	5c5d460c71c3503c	1	2016-12-02 15:37:02	2016-12-06 13:52:43
204	5c:cf:7f:80:3e:f0	171.232.84.88	837972a0ce8ce2fb	1	2016-12-02 16:20:56	2016-12-03 03:58:32
205	62:01:94:0d:ab:fb	118.68.20.56	8fe4cd86ce2343f4	1	2016-12-02 16:35:56	2016-12-07 08:01:37
206	5c:cf:7f:80:3e:f0	123.17.155.165	5246ad048154a8a9	1	2016-12-03 03:58:20	2016-12-03 05:12:43
207	NULL	NULL	1985f06ae0c2c8dc	0	2016-12-03 05:00:17	2016-12-03 05:00:17
208	NULL	NULL	e0c979a0804d175d	0	2016-12-03 05:04:33	2016-12-03 05:04:33
209	NULL	NULL	88af52f9ddd0ed35	0	2016-12-03 05:08:08	2016-12-03 05:08:08
210	5c:cf:7f:80:3e:f0	123.17.151.0	e2196dea526c4dc3	1	2016-12-03 05:12:24	2016-12-03 08:39:57
211	5c:cf:7f:80:3e:f0	123.17.151.0	db7f0a26c68db617	1	2016-12-03 08:39:33	2016-12-03 08:44:47
212	5c:cf:7f:80:3e:f0	123.17.151.0	307ea6de3d269542	1	2016-12-03 08:44:18	2016-12-03 08:58:24
213	5c:cf:7f:80:3e:f0	123.17.151.0	ef2bf04bd77c4280	1	2016-12-03 08:57:55	2016-12-03 09:20:22
214	NULL	NULL	f4c57f5937281390	0	2016-12-03 09:16:22	2016-12-03 09:16:22
215	5c:cf:7f:80:3e:f0	123.17.155.230	23eeb36fb1b95e31	0	2016-12-03 09:19:53	2016-12-08 07:01:48
216	5e:cf:7f:13:5d:9f	116.98.7.221	99f72697c89035f3	1	2016-12-03 10:34:12	2016-12-03 16:21:45
217	5e:cf:7f:13:5d:9f	116.98.79.139	61bd3c27d1f250d8	1	2016-12-03 16:21:41	2017-01-07 15:06:09
218	NULL	NULL	69ce24e51b99dfac	0	2016-12-05 04:29:43	2016-12-05 04:29:43
219	NULL	NULL	4b081122409768c9	0	2016-12-05 05:40:07	2016-12-05 05:40:07
220	NULL	NULL	4c1fcc819cb4e632	0	2016-12-05 06:19:32	2016-12-05 06:19:32
221	NULL	NULL	6efb1aacc67bccb1	0	2016-12-06 02:17:40	2016-12-06 02:17:40
222	NULL	NULL	d3b94391eaf71057	0	2016-12-06 02:23:55	2016-12-06 02:23:55
223	NULL	NULL	3ddb329c2671b372	0	2016-12-06 02:44:21	2016-12-06 02:44:21
224	NULL	NULL	cfc42c6269714544	0	2016-12-06 02:58:52	2016-12-06 02:58:52
225	NULL	NULL	974aaf6668b086ed	0	2016-12-06 10:08:10	2016-12-06 10:08:10
226	NULL	NULL	12345678912345hn	0	2016-12-06 12:16:30	2016-12-06 12:16:30
227	ab:cd:ef:ab:cd:ef	66.102.6.89	12345678912345sf	1	2016-12-06 13:48:04	2016-12-07 03:24:57
228	60:01:94:0d:ab:fb	118.68.20.56	dfca0e376e4602bb	1	2016-12-06 13:52:16	2016-12-06 13:57:01
229	60:01:94:0d:ab:fb	118.68.20.56	f6675795d22938ad	1	2016-12-06 13:56:36	2016-12-07 03:03:38
230	NULL	NULL	b12de2484bd8cfa0	0	2016-12-07 01:18:02	2016-12-07 01:18:02
231	60:01:94:0d:ab:fb	171.232.99.190	50e686d987d86377	1	2016-12-07 03:03:08	2016-12-07 03:09:56
232	NULL	NULL	84dd004372335687	0	2016-12-07 03:05:47	2016-12-07 03:05:47
233	60:01:94:0d:ab:fb	118.68.20.56	afee6619d39c7c23	1	2016-12-07 03:09:29	2016-12-07 03:27:26
234	60:01:94:0d:ab:fb	118.68.20.56	a8026e01e813e9b4	1	2016-12-07 03:26:59	2016-12-07 03:39:48
235	60:01:94:0d:ab:fb	66.102.6.88	12345678912345ww	1	2016-12-07 03:37:33	2016-12-14 06:46:34
236	62:01:94:0d:ab:fb	1.52.230.223	528a74013ce83d27	0	2016-12-07 08:01:14	2017-01-04 16:24:11
237	5e:cf:7f:c4:40:25	171.232.102.25	f8a09d6bdb7b4ba9	1	2016-12-12 08:10:35	2016-12-12 08:13:09
238	5e:cf:7f:c4:40:25	1.52.226.239	2c581ab29bdeb09f	1	2016-12-12 08:12:45	2016-12-12 08:19:34
239	5e:cf:7f:c4:40:25	1.52.226.239	79e46beff06eb4a7	1	2016-12-12 08:19:09	2016-12-14 11:22:33
240	5c:cf:7f:c4:40:25	1.52.226.239	acca7d5819e7c728	1	2016-12-12 09:11:27	2016-12-12 10:23:10
241	5c:cf:7f:c4:40:25	1.52.226.239	2df1ee75781c5839	1	2016-12-12 10:22:54	2016-12-12 10:36:25
242	5c:cf:7f:c4:40:25	1.52.226.239	e464cf8660484473	1	2016-12-12 10:36:00	2016-12-13 07:06:07
243	NULL	NULL	123456789123456a	0	2016-12-12 14:38:51	2016-12-12 14:38:51
244	5c:cf:7f:c4:40:25	1.52.226.239	f1030a232ff66a90	1	2016-12-13 07:05:50	2016-12-14 10:47:50
245	60:01:94:0d:ab:fb	1.52.226.239	caaaedd29ccfd545	1	2016-12-14 06:46:09	2016-12-14 08:35:03
246	NULL	NULL	c921ce23326308ba	0	2016-12-14 08:28:09	2016-12-14 08:28:09
247	60:01:94:0d:ab:fb	1.52.226.239	51a531a6a20435a8	1	2016-12-14 08:34:37	2016-12-14 09:20:20
248	60:01:94:0d:ab:fb	1.52.226.239	6dc5e07cc138e084	1	2016-12-14 09:20:06	2016-12-14 09:39:32
249	60:01:94:0d:ab:fb	1.52.226.239	4f96f983799c66ec	1	2016-12-14 09:39:08	2016-12-14 09:54:00
250	60:01:94:0d:ab:fb	1.52.226.239	e893c9ea7b63ee89	1	2016-12-14 09:53:38	2016-12-14 10:20:45
251	NULL	NULL	679b27e9d26d59e7	0	2016-12-14 10:14:27	2016-12-14 10:14:27
252	60:01:94:0d:ab:fb	1.52.226.239	03a57579ab54856b	1	2016-12-14 10:20:24	2016-12-24 09:43:28
253	5c:cf:7f:c4:40:25	1.52.226.239	7d6761a439b1a7ee	1	2016-12-14 10:47:31	2016-12-14 10:54:42
